2025-10-14 19:02:37.560 1009730 DEBUG oslo_concurrency.lockutils [-] Acquiring lock "singleton_lock" [00;33m{{(pid=1009730) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:313}}[00m
2025-10-14 19:02:37.561 1009730 DEBUG oslo_concurrency.lockutils [-] Acquired lock "singleton_lock" [00;33m{{(pid=1009730) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:316}}[00m
2025-10-14 19:02:37.562 1009730 DEBUG oslo_concurrency.lockutils [-] Releasing lock "singleton_lock" [00;33m{{(pid=1009730) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:334}}[00m
2025-10-14 19:02:38.142 1009730 INFO dbcounter [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] Registered counter for database cinder
2025-10-14 19:02:38.162 1009730 DEBUG oslo_db.sqlalchemy.engines [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=1009730) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 19:02:38.358 1009730 DEBUG dbcounter [-] [1009730] Writer thread running [00;33m{{(pid=1009730) stat_writer /opt/stack/data/venv/lib/python3.10/site-packages/dbcounter.py:102}}[00m
2025-10-14 19:02:38.364 1009730 INFO cinder.rpc [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] Automatically selected cinder-scheduler objects version 1.39 as minimum service version.
2025-10-14 19:02:38.368 1009730 INFO cinder.rpc [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] Automatically selected cinder-scheduler RPC version 3.12 as minimum service version.
2025-10-14 19:02:38.380 1009730 DEBUG oslo_db.sqlalchemy.engines [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=1009730) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 19:02:38.440 1009730 INFO cinder.volume.manager [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] Determined volume DB was empty at startup.
2025-10-14 19:02:38.441 1009730 DEBUG cinder.volume.manager [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] Cinder Volume DB check: vol_db_empty=True [00;33m{{(pid=1009730) __init__ /opt/stack/cinder/cinder/volume/manager.py:288}}[00m
2025-10-14 19:02:38.453 1009730 INFO cinder.volume.manager [req-973eee30-19f2-4e2c-a0f1-7c8c48bad850 - - - - - -] Service not found for updating active_backend_id, assuming default for driver init.
