2025-10-14 17:04:04.447 809492 DEBUG oslo_concurrency.lockutils [-] Acquiring lock "singleton_lock" [00;33m{{(pid=809492) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:313}}[00m
2025-10-14 17:04:04.448 809492 DEBUG oslo_concurrency.lockutils [-] Acquired lock "singleton_lock" [00;33m{{(pid=809492) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:316}}[00m
2025-10-14 17:04:04.448 809492 DEBUG oslo_concurrency.lockutils [-] Releasing lock "singleton_lock" [00;33m{{(pid=809492) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:334}}[00m
2025-10-14 17:04:05.019 809492 INFO dbcounter [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Registered counter for database cinder
2025-10-14 17:04:05.041 809492 DEBUG oslo_db.sqlalchemy.engines [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=809492) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 17:04:05.238 809492 DEBUG dbcounter [-] [809492] Writer thread running [00;33m{{(pid=809492) stat_writer /opt/stack/data/venv/lib/python3.10/site-packages/dbcounter.py:102}}[00m
2025-10-14 17:04:05.244 809492 INFO cinder.rpc [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Automatically selected cinder-scheduler objects version 1.39 as minimum service version.
2025-10-14 17:04:05.249 809492 INFO cinder.rpc [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Automatically selected cinder-scheduler RPC version 3.12 as minimum service version.
2025-10-14 17:04:05.259 809492 DEBUG oslo_db.sqlalchemy.engines [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=809492) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 17:04:05.332 809492 INFO cinder.volume.manager [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Determined volume DB was empty at startup.
2025-10-14 17:04:05.332 809492 DEBUG cinder.volume.manager [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Cinder Volume DB check: vol_db_empty=True [00;33m{{(pid=809492) __init__ /opt/stack/cinder/cinder/volume/manager.py:288}}[00m
2025-10-14 17:04:05.343 809492 INFO cinder.volume.manager [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Service not found for updating active_backend_id, assuming default for driver init.
2025-10-14 17:04:05.344 809492 WARNING cinder.volume.manager [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Suppressing requests library SSL Warnings
2025-10-14 17:04:05.344 809492 WARNING stevedore.named [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Could not load cinder.keymgr.conf_key_mgr.ConfKeyManager
2025-10-14 17:04:05.345 809492 WARNING castellan.key_manager [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Deprecation Warning : cinder.keymgr.conf_key_mgr.ConfKeyManager is not a stevedore based driver, trying to load it as a class: stevedore.exception.NoMatches: No 'castellan.drivers' driver found, looking for 'cinder.keymgr.conf_key_mgr.ConfKeyManager'
2025-10-14 17:04:05.346 809492 WARNING cinder.keymgr.conf_key_mgr [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] This key manager is insecure and is not recommended for production deployments: stevedore.exception.NoMatches: No 'castellan.drivers' driver found, looking for 'cinder.keymgr.conf_key_mgr.ConfKeyManager'
2025-10-14 17:04:05.495 809492 INFO cinder.volume.drivers.hitachi.hbsd_utils [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] MSGID0004-I: Initialization of HBSDFCDriver 2.5.0 started.
2025-10-14 17:04:05.498 809492 DEBUG cinder.zonemanager.utils [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Zoning mode: None. [00;33m{{(pid=809492) create_lookup_service /opt/stack/cinder/cinder/zonemanager/utils.py:56}}[00m
2025-10-14 17:04:05.499 809492 DEBUG cinder.zonemanager.utils [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] FC Lookup Service not enabled in cinder.conf. [00;33m{{(pid=809492) create_lookup_service /opt/stack/cinder/cinder/zonemanager/utils.py:63}}[00m
2025-10-14 17:04:05.500 809492 INFO cinder.volume.manager [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] Image-volume cache disabled for host devstack-u2204-93-55@hitachi.
2025-10-14 17:04:05.511 809492 DEBUG oslo_db.sqlalchemy.engines [req-2f60ac35-a3f7-48e4-97f6-82a37487669a - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=809492) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
