2025-10-14 20:07:47.718 1112876 DEBUG oslo_concurrency.lockutils [-] Acquiring lock "singleton_lock" [00;33m{{(pid=1112876) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:313}}[00m
2025-10-14 20:07:47.719 1112876 DEBUG oslo_concurrency.lockutils [-] Acquired lock "singleton_lock" [00;33m{{(pid=1112876) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:316}}[00m
2025-10-14 20:07:47.719 1112876 DEBUG oslo_concurrency.lockutils [-] Releasing lock "singleton_lock" [00;33m{{(pid=1112876) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:334}}[00m
2025-10-14 20:07:48.323 1112876 INFO dbcounter [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Registered counter for database cinder
2025-10-14 20:07:48.347 1112876 DEBUG oslo_db.sqlalchemy.engines [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=1112876) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 20:07:48.536 1112876 DEBUG dbcounter [-] [1112876] Writer thread running [00;33m{{(pid=1112876) stat_writer /opt/stack/data/venv/lib/python3.10/site-packages/dbcounter.py:102}}[00m
2025-10-14 20:07:48.540 1112876 INFO cinder.rpc [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Automatically selected cinder-scheduler objects version 1.39 as minimum service version.
2025-10-14 20:07:48.545 1112876 INFO cinder.rpc [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Automatically selected cinder-scheduler RPC version 3.12 as minimum service version.
2025-10-14 20:07:48.555 1112876 DEBUG oslo_db.sqlalchemy.engines [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=1112876) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 20:07:48.636 1112876 INFO cinder.volume.manager [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Determined volume DB was empty at startup.
2025-10-14 20:07:48.637 1112876 DEBUG cinder.volume.manager [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Cinder Volume DB check: vol_db_empty=True [00;33m{{(pid=1112876) __init__ /opt/stack/cinder/cinder/volume/manager.py:288}}[00m
2025-10-14 20:07:48.651 1112876 INFO cinder.volume.manager [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Service not found for updating active_backend_id, assuming default for driver init.
2025-10-14 20:07:48.652 1112876 WARNING cinder.volume.manager [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Suppressing requests library SSL Warnings
2025-10-14 20:07:48.653 1112876 WARNING stevedore.named [req-01a06db4-1a00-48b4-b107-790c47afaa71 - - - - - -] Could not load cinder.keymgr.conf_key_mgr.ConfKeyManager
