2025-10-14 17:55:12.805 907986 DEBUG oslo_concurrency.lockutils [-] Acquiring lock "singleton_lock" [00;33m{{(pid=907986) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:313}}[00m
2025-10-14 17:55:12.806 907986 DEBUG oslo_concurrency.lockutils [-] Acquired lock "singleton_lock" [00;33m{{(pid=907986) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:316}}[00m
2025-10-14 17:55:12.806 907986 DEBUG oslo_concurrency.lockutils [-] Releasing lock "singleton_lock" [00;33m{{(pid=907986) lock /opt/stack/data/venv/lib/python3.10/site-packages/oslo_concurrency/lockutils.py:334}}[00m
2025-10-14 17:55:13.396 907986 INFO dbcounter [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] Registered counter for database cinder
2025-10-14 17:55:13.423 907986 DEBUG oslo_db.sqlalchemy.engines [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=907986) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 17:55:13.629 907986 DEBUG dbcounter [-] [907986] Writer thread running [00;33m{{(pid=907986) stat_writer /opt/stack/data/venv/lib/python3.10/site-packages/dbcounter.py:102}}[00m
2025-10-14 17:55:13.638 907986 INFO cinder.rpc [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] Automatically selected cinder-scheduler objects version 1.39 as minimum service version.
2025-10-14 17:55:13.650 907986 INFO cinder.rpc [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] Automatically selected cinder-scheduler RPC version 3.12 as minimum service version.
2025-10-14 17:55:13.666 907986 DEBUG oslo_db.sqlalchemy.engines [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] MySQL server mode set to STRICT_TRANS_TABLES,STRICT_ALL_TABLES,NO_ZERO_IN_DATE,NO_ZERO_DATE,ERROR_FOR_DIVISION_BY_ZERO,TRADITIONAL,NO_ENGINE_SUBSTITUTION [00;33m{{(pid=907986) _check_effective_sql_mode /opt/stack/data/venv/lib/python3.10/site-packages/oslo_db/sqlalchemy/engines.py:397}}[00m
2025-10-14 17:55:13.737 907986 INFO cinder.volume.manager [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] Determined volume DB was empty at startup.
2025-10-14 17:55:13.738 907986 DEBUG cinder.volume.manager [req-f2717c61-3605-4713-9551-809d15030bc9 - - - - - -] Cinder Volume DB check: vol_db_empty=True [00;33m{{(pid=907986) __init__ /opt/stack/cinder/cinder/volume/manager.py:288}}[00m
